Compound_ID,Compound_Name,Plant_Name,Common_Name,Plant_Family,Plant_Part,Country_of_Use,PubChem_CID,Canonical_SMILES,InChIKey,Molecular_Formula,Molecular_Weight,LogP,HBD,HBA,TPSA,Rotatable_Bonds,Lipinski_Violations,Lipinski_Status,Reported_Activity,Assay_Target,Source_DOI_or_URL,Reference_Year,Compound_Class,Compound_Superclass,Data_Source,Notes,Validation_Status,Fraction_CSP3,Ring_Count,Aromatic_Ring_Count,Heavy_Atom_Count,Molar_Refractivity,QED_Score,Veber_Status,Ghose_Violations,Ghose_Status
AFRO-0221,β-Sitosterol,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,222284,CCC(CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,KZJWDPNRJALLNS-UHFFFAOYSA-N,C29H50O,414.718,8.0248,1,1,20.23,6,1,Pass,Antidiabetic,Diabetes mellitus,10.1016/j.heliyon.2022.e09253,2022,Phytosterol,Steroid,Heliyon Review,Listed phytosterol,Verified,0.931034,4,0,30,128.2168,0.436096,Pass,1,Fail
AFRO-0222,Campesterol,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,173183,CC(C)C(C)CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C,SGNBVLSWZMBQTH-UHFFFAOYSA-N,C28H48O,400.691,7.6347,1,1,20.23,5,1,Pass,Antidiabetic,Diabetes mellitus,10.1016/j.heliyon.2022.e09253,2022,Phytosterol,Steroid,Heliyon Review,Listed phytosterol,Verified,0.928571,4,0,29,123.5998,0.470129,Pass,1,Fail
AFRO-0223,Stigmasterol,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,5280794,CCC(C=CC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C(C)C,HCXVJBMSMIARIN-UHFFFAOYSA-N,C29H48O,412.702,7.8008,1,1,20.23,5,1,Pass,Antidiabetic,Diabetes mellitus,10.1016/j.heliyon.2022.e09253,2022,Sterol Glycoside,Steroid,Heliyon Review,Listed phytosterol,Verified,0.862069,4,0,30,128.1228,0.4566,Pass,1,Fail
AFRO-0224,Daucosterol,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,5742590,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)C,NPJICTMALKLTFW-UHFFFAOYSA-N,C35H60O6,576.859,5.849,4,6,99.38,9,2,Fail,Antidiabetic,Diabetes mellitus,10.1016/j.heliyon.2022.e09253,2022,Steroidal Sapogenin,Steroid,Heliyon Review,Listed phytosterol,Verified,0.942857,5,0,41,160.8502,0.257173,Pass,3,Fail
AFRO-0225,Diosgenin,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,99474,CC1C2C(CC3C2(CCC4C3CC=C5CC(CCC45C)O)C)OC14CCC(CO4)C,WQLVFSAGQJTQCK-UHFFFAOYSA-N,C27H42O3,414.63,5.7139,1,3,38.69,0,1,Pass,"Antioxidant, Antidiabetic",Diabetes mellitus,10.1016/j.heliyon.2022.e09253,2022,Phenolic Acid,Phenolic Compound,Heliyon Review,Phenolic constituent,Verified,0.925926,6,0,30,117.7008,0.515749,Pass,1,Fail
AFRO-0226,Gallic Acid,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,370,O=C(O)c1cc(O)c(O)c(O)c1,LNTHITQWFMADLM-UHFFFAOYSA-N,C7H6O5,170.12,0.5016,4,4,97.99,1,0,Pass,"Antioxidant, Antidiabetic",Diabetes mellitus,10.1016/j.heliyon.2022.e09253,2022,Phenolic Acid,Phenolic Compound,Heliyon Review,Phenolic constituent,Verified,0.0,1,1,12,38.3957,0.459888,Pass,2,Fail
AFRO-0227,Chlorogenic Acid,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,1794427,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,CWVRJTMFETXNAD-JUHZACGLSA-N,C16H18O9,354.311,-0.6459,6,8,164.75,4,1,Pass,"Antioxidant, Antidiabetic",Diabetes mellitus,10.1016/j.heliyon.2022.e09253,2022,Phenolic Acid,Phenolic Compound,Heliyon Review,Phenolic constituent,Verified,0.375,2,1,25,82.5188,0.234085,Fail,1,Fail
AFRO-0228,Caffeic Acid,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,689043,O=C(O)C=Cc1ccc(O)c(O)c1,QAIPRVGONGVQAS-UHFFFAOYSA-N,C9H8O4,180.159,1.1956,3,3,77.76,2,0,Pass,Antioxidant,Oxidative stress,10.1016/j.heliyon.2022.e09253,2022,Flavonoid,Flavonoid,Heliyon Review,Phenolic constituent,Verified,0.0,1,1,13,46.4414,0.471621,Pass,1,Fail
AFRO-0229,Catechin,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,9064,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,PFTAWBLQPZVEMU-UHFFFAOYSA-N,C15H14O6,290.271,1.5461,5,6,110.38,1,0,Pass,Antioxidant,Oxidative stress,10.1016/j.heliyon.2022.e09253,2022,Flavonoid,Flavonoid,Heliyon Review,Phenolic constituent,Verified,0.2,3,2,21,72.623,0.509593,Pass,0,Pass
AFRO-0230,Epicatechin,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,72276,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,PFTAWBLQPZVEMU-UKRRQHHQSA-N,C15H14O6,290.271,1.5461,5,6,110.38,1,0,Pass,"Antioxidant, Antidiabetic",Diabetes mellitus,10.1016/j.heliyon.2022.e09253,2022,Flavonoid,Flavonoid,Heliyon Review,"Phenolic constituent | CORRECTED: stereo-descriptors were lost during standardization, causing collapse onto Catechin's achiral SMILES; restored (2R,3R)-epicatechin stereochemistry per literature/PubChem CID 72276.",Verified,0.2,3,2,21,72.623,0.509593,Pass,0,Pass
AFRO-0231,Quercetin,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,5280343,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,REFJWTPEDVJJIY-UHFFFAOYSA-N,C15H10O7,302.238,1.988,5,7,131.36,1,0,Pass,Antioxidant,Oxidative stress,10.1016/j.heliyon.2022.e09253,2022,Flavonoid,Flavonoid,Heliyon Review,Phenolic constituent,Verified,0.0,3,3,22,76.244,0.43419,Pass,0,Pass
AFRO-0232,Kaempferol,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,5280863,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IYRMWMYZSQPJKC-UHFFFAOYSA-N,C15H10O6,286.239,2.2824,4,6,111.13,1,0,Pass,"Antioxidant, Antidiabetic",Diabetes mellitus,10.1016/j.heliyon.2022.e09253,2022,Flavonoid Glycoside,Flavonoid,Heliyon Review,Phenolic constituent,Verified,0.0,3,3,21,74.5792,0.545851,Pass,0,Pass
AFRO-0233,Rutin,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,5280805,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,IKGXIBQEEMLURG-UHFFFAOYSA-N,C27H30O16,610.521,-1.6871,10,16,269.43,6,3,Fail,Antioxidant,Oxidative stress,10.1016/j.heliyon.2022.e09253,2022,Flavonoid Glycoside,Flavonoid,Heliyon Review,Phenolic constituent,Verified,0.444444,5,3,43,140.196,0.139518,Fail,3,Fail
AFRO-0234,Isoquercitrin,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Nigeria; Globally,5280804,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,OVSQVDMCBVZWGM-UHFFFAOYSA-N,C21H20O12,464.379,-0.5389,8,12,210.51,4,2,Fail,Antioxidant,Oxidative stress,10.1016/j.heliyon.2022.e09253,2022,Polyphenol,Phenolic Compound,Heliyon Review,Phenolic constituent,Verified,0.285714,4,3,33,108.9744,0.228875,Fail,1,Fail
AFRO-0235,Ellagic Acid,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Ghana; Egypt; Nigeria,5281855,C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O,AFSDNFLWKVMVRB-UHFFFAOYSA-N,C14H6O8,302.194,1.3128,4,8,141.34,0,0,Pass,Antioxidant,Oxidative stress,10.1016/j.heliyon.2022.e09253,2022,Phenolic Acid,Phenolic Compound,Heliyon Review,Phenolic constituent,Verified,0.0,4,4,22,73.8772,0.216285,Fail,0,Pass
AFRO-0236,Ferulic Acid,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Ghana; Egypt; Nigeria,445858,COc1cc(/C=C/C(=O)O)ccc1O,KSEBMYQBYZTDHS-HWKANZROSA-N,C10H10O4,194.186,1.4986,2,3,66.76,3,0,Pass,Antioxidant,Oxidative stress,10.1016/j.heliyon.2022.e09253,2022,Phenolic Acid,Phenolic Compound,Heliyon Review,Phenolic constituent,Verified,0.1,1,1,14,51.3286,0.71532,Pass,1,Fail
AFRO-0237,Protocatechuic Acid,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Ghana; Egypt; Nigeria,72,O=C(O)c1ccc(O)c(O)c1,YQUVCSBJEUQKSH-UHFFFAOYSA-N,C7H6O4,154.121,0.796,3,3,77.76,1,0,Pass,Antioxidant,Oxidative stress,10.1016/j.heliyon.2022.e09253,2022,Phenolic Acid,Phenolic Compound,Heliyon Review,Phenolic constituent,Verified,0.0,1,1,11,36.7309,0.522491,Pass,3,Fail
AFRO-0238,Vanillic Acid,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Ghana; Egypt; Nigeria,8468,COc1cc(C(=O)O)ccc1O,WKOLLVMJNQIZCI-UHFFFAOYSA-N,C8H8O4,168.148,1.099,2,3,66.76,2,0,Pass,Antioxidant,Oxidative stress,10.1016/j.heliyon.2022.e09253,2022,Phenolic Acid,Phenolic Compound,Heliyon Review,Phenolic constituent,Verified,0.125,1,1,12,41.6181,0.693399,Pass,1,Fail
AFRO-0239,p-Coumaric Acid,Momordica charantia,Bitter Melon,Cucurbitaceae,Fruit; Leaf,Ghana; Egypt; Nigeria,637542,O=C(O)C=Cc1ccc(O)cc1,NGSWKAQJJWESNS-UHFFFAOYSA-N,C9H8O3,164.16,1.49,2,2,57.53,2,0,Pass,Antioxidant,Oxidative stress,10.1016/j.heliyon.2022.e09253,2022,Flavonoid,Flavonoid,Heliyon Review,Phenolic constituent,Verified,0.0,1,1,12,44.7766,0.650834,Pass,1,Fail
AFRO-0240,Myricetin,Parquetina nigrescens,Ogbo,Asclepiadaceae,"Fruits, Leave",Nigeria,5281672,O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,IKMDFBPHZNJCSN-UHFFFAOYSA-N,C15H10O8,318.237,1.6936,6,8,151.59,1,1,Pass,Antidiabetic; best docking hit,"α-Amylase, α-Glucosidase, SGLT2, PPAR-γ, 11β-HSD, DPP-IV",10.1177/11779322231223857,2024,Flavonoid glycoside,Flavonoid,"Ayoola et al., 2024",Best binder against all investigated diabetes targets.,Verified,0.0,3,3,23,77.9088,0.37075,Fail,0,Pass
AFRO-0241,Convallatoxin,Parquetina nigrescens,Ogbo,Asclepiadaceae,"Fruits, Leave",Nigeria,443926,CC1OC(OC2CC(O)C3(O)C(CCC4C3CCC3(C=O)C(C5=CC(=O)OC5)C(O)CC43O)C2)C(O)C(O)C1O,UUGRGPZFFDJCDI-UHFFFAOYSA-N,C28H40O12,568.616,-1.6985,7,12,203.44,4,3,Fail,Antidiabetic constituent,Not specified,10.1177/11779322231223857,2024,Cardiac glycoside,Steroid,Literature cited in paper,Previously isolated from ethyl acetate root bark fraction.,Verified,0.857143,6,0,40,132.9596,0.115247,Fail,3,Fail
AFRO-0242,Nigrescigenin,Parquetina nigrescens,Ogbo,Asclepiadaceae,"Fruits, Leave",Nigeria,101855610,CC12CCC(O)CC1C1CCC3(O)C(C4=CC(=O)OC4)CCC3(O)C1=CC2=O,GWNHTBQCFJLWJT-UHFFFAOYSA-N,C22H28O6,388.46,1.4282,3,6,104.06,1,0,Pass,Not specified,Not specified,10.1177/11779322231223857,2024,Steroidal constituent,Steroid,Literature cited in paper,Previously isolated compound.,Verified,0.727273,5,0,28,98.9344,0.587275,Pass,0,Pass
AFRO-0243,Periplogenin,Parquetina nigrescens,Ogbo,Asclepiadaceae,"Fruits, Leave",Nigeria,441829,CC12CCC(O)CC1C1CCC3(O)C(C4=CC(=O)OC4)CCC3(O)C1CCC2O,SOSFBBHTXJATJS-UHFFFAOYSA-N,C23H34O6,406.519,1.69,4,6,107.22,1,0,Pass,Not specified,Not specified,10.1177/11779322231223857,2024,Steroidal constituent,Steroid,Literature cited in paper,Previously isolated compound.,Verified,0.869565,5,0,29,104.5752,0.493872,Pass,0,Pass
AFRO-0244,Strophantidin,Parquetina nigrescens,Ogbo,Asclepiadaceae,"Fruits, Leave",Nigeria,441865,O=CC12CCC3C4CC(O)C(O)CC4(O)CCC3C1(O)CC(O)C2C1=CC(=O)OC1,ORYGYPKFKSBNAN-UHFFFAOYSA-N,C22H30O8,422.474,-0.5503,5,8,144.52,2,0,Pass,Not specified,Not specified,10.1177/11779322231223857,2024,Cardiac glycoside,Steroid,Literature cited in paper,Previously isolated compound.,Verified,0.818182,5,0,30,101.738,0.294487,Fail,1,Fail
AFRO-0245,Strophantidol,Parquetina nigrescens,Ogbo,Asclepiadaceae,"Fruits, Leave",Nigeria,119827,O=C1C=C(C2C(O)CC3(O)C4CCC5(O)CC(O)C(O)CC5C4CCC23CO)CO1,ZBENKQSDTNNGCC-UHFFFAOYSA-N,C22H32O8,424.49,-0.7569,6,8,147.68,2,1,Pass,Not specified,Not specified,10.1177/11779322231223857,2024,Cardiac glycoside,Steroid,Literature cited in paper,Previously isolated compound.,Verified,0.863636,5,0,30,102.7598,0.317197,Fail,1,Fail
AFRO-0246,16-Acetyl strophantidin,Parquetina nigrescens,Ogbo,Asclepiadaceae,"Fruits, Leave",Nigeria,12305342,CC(=O)OC1CC2(CC1O)C(O)CCC1C2CCC2(C=O)C(C3=CC(=O)OC3)C(O)CC12O,ZNZLHRPHHUBAFA-UHFFFAOYSA-N,C24H32O9,464.511,0.0205,4,9,150.59,3,0,Pass,Not specified,Not specified,10.1177/11779322231223857,2024,Cardiac glycoside derivative,Steroid,Literature cited in paper,Previously isolated compound.,Verified,0.791667,5,0,33,111.2852,0.334688,Fail,0,Pass
AFRO-0247,16-Hydrostrophantidin,Parquetina nigrescens,Ogbo,Asclepiadaceae,"Fruits, Leave",Nigeria,101340,O=CC12CCC3C4CC(O)C(O)CC4(O)CCC3C1(O)C(O)C(O)C2C1=CC(=O)OC1,KQKAXZOXYXQJKW-UHFFFAOYSA-N,C22H30O9,438.473,-1.5795,6,9,164.75,2,1,Pass,Not specified,Not specified,10.1177/11779322231223857,2024,Cardiac glycoside derivative,Steroid,Literature cited in paper,Previously isolated compound.,Verified,0.818182,5,0,31,103.1278,0.220427,Fail,1,Fail
AFRO-0248,Noradrenaline,Parquetina nigrescens,Ogbo,Asclepiadaceae,"Fruits, Leave",Nigeria,439260,NCC(O)c1ccc(O)c(O)c1,SFLSHLFXELFNJZ-UHFFFAOYSA-N,C8H11NO3,169.18,0.0899,4,4,86.71,2,0,Pass,Not specified,Not specified,10.1177/11779322231223857,2024,Catecholamine alkaloid,Alkaloid,Literature cited in paper,Previously isolated compound.,Verified,0.25,1,1,12,43.7858,0.472427,Pass,1,Fail
AFRO-0249,Cymarin,Parquetina nigrescens,Ogbo,Asclepiadaceae,"Fruits, Leave",Nigeria,441853,COC1CC(O)C(C)OC1OC1CC(O)C2(O)C(CCC3C2CCC2(C=O)C(C4=CC(=O)OC4)C(O)CC32O)C1,KPBTWNPMSZFFSH-UHFFFAOYSA-N,C29H42O11,566.644,-0.0152,5,11,172.21,5,2,Fail,Not specified,Not specified,10.1177/11779322231223857,2024,Cardiac glycoside,Steroid,Literature cited in paper,Previously isolated compound.,Verified,0.862069,6,0,40,136.36,0.172076,Fail,2,Fail
AFRO-0250,Vicine,Momordica charantia,Bitter Melon,Cucurbitaceae,"Fruits, Leave",Nigeria,115132,Nc1nc(OC2OC(CO)C(O)C(O)C2O)c(N)c(=O)[nH]1,WPKPQPCFEWJAEH-UHFFFAOYSA-N,C10H16N4O7,304.259,-3.887,7,10,197.17,3,1,Pass,Blood glucose lowering activity,Insulin regulation,10.1016/j.heliyon.2022.e09253,2022,Pyrimidine Glycoside,Glycoside,Review Article,One of the best-known antidiabetic constituents,Verified,0.6,2,1,21,68.0777,0.289594,Fail,1,Fail
AFRO-0251,Combretin B,Combretum zeyheri,Large-fruited Bushwillow,Combretaceae,"Fruits, Leave",Zimbabwe,101602492,COc1ccc(CCc2cc(O)c(OC)c(O)c2)cc1O,KUGBWOHCOLRCPN-UHFFFAOYSA-N,C16H18O5,290.315,2.6058,3,5,79.15,5,0,Pass,Antidiabetic activity,Multiple diabetes targets,10.1016/j.sajb.2021.11.018,2022,Triterpenoid,Terpenoid,Review article,Listed among the most promising African antidiabetic compounds,Verified,0.25,2,2,21,78.3904,0.78854,Pass,0,Pass
